project_id,milestone,original_start,original_end,current_start,current_end
ME001-021,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2024,Apr 2024,Mar 2024,Apr 2024
ME018-005,DEVELOP SCOPE,May 2010,May 2010,May 2010,May 2010
ME018-005,PRELIMINARY DESIGN,May 2010,May 2010,May 2010,May 2010
ME018-005,FINAL DESIGN,May 2010,May 2010,May 2010,May 2010
ME018-005,BID AWARD AND REGISTER CONTRCT,May 2010,May 2010,May 2010,May 2010
ME018-005,CONSTRUCTION TO 25%,Jun 2015,Jun 2015,Jun 2015,Jun 2015
ME018-005,CONSTRUCTION TO 50%,Jun 2015,Jun 2015,Jun 2015,Jun 2015
ME018-005,CONSTRUCTION TO 75%,Jun 2015,Jun 2015,Jun 2015,Jun 2015
ME018-005,ORIGINAL EQUIP & FURNISHING,Jun 2015,Jun 2015,Jun 2015,Jun 2015
ME018-005,SUBSTANTIAL COMPLETION,Jun 2015,Jun 2015,Jun 2015,Jun 2015
ME018-005,"PUNCHLIST COMPLETE, JOB CLOSED",Jun 2015,Jul 2015,Jun 2015,Jul 2024
ME027-011,DEVELOP SCOPE,Jun 2011,Aug 2011,Jul 2020,Sep 2020
ME027-011,PRELIMINARY DESIGN,Aug 2011,Dec 2011,Sep 2020,Jan 2021
ME027-011,FINAL DESIGN,Dec 2011,Jun 2012,Jan 2021,Jul 2021
ME027-011,BID AWARD AND REGISTER CONTRCT,Jun 2012,Sep 2012,Jul 2021,Oct 2021
ME027-011,CONSTRUCTION TO 25%,Sep 2012,Jan 2013,Oct 2021,Feb 2022
ME027-011,CONSTRUCTION TO 50%,Jan 2013,May 2013,Feb 2022,Jun 2022
ME027-011,CONSTRUCTION TO 75%,May 2013,Sep 2013,Jun 2022,Oct 2022
ME027-011,ORIGINAL EQUIP & FURNISHING,Sep 2013,Dec 2013,Oct 2022,Jan 2023
ME027-011,SUBSTANTIAL COMPLETION,Dec 2013,Feb 2014,Jan 2023,Mar 2023
ME027-011,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2014,Mar 2014,Mar 2023,Apr 2023
ME031-013,DEVELOP SCOPE,Jun 2013,Aug 2013,Jun 2013,Aug 2013
ME031-013,PRELIMINARY DESIGN,Aug 2013,Dec 2013,Aug 2013,Dec 2013
ME031-013,FINAL DESIGN,Dec 2013,Jun 2014,Dec 2013,Jun 2014
ME031-013,BID AWARD AND REGISTER CONTRCT,Jun 2014,Sep 2014,Jun 2014,Sep 2014
ME031-013,CONSTRUCTION TO 25%,Sep 2014,Jan 2015,Sep 2014,Jan 2015
ME031-013,CONSTRUCTION TO 50%,Jan 2015,May 2015,Jan 2015,May 2015
ME031-013,CONSTRUCTION TO 75%,May 2015,Sep 2015,May 2015,Sep 2015
ME031-013,ORIGINAL EQUIP & FURNISHING,Sep 2015,Dec 2015,Sep 2015,Dec 2015
ME031-013,SUBSTANTIAL COMPLETION,Dec 2015,Feb 2016,Dec 2015,Feb 2016
ME031-013,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2016,Mar 2016,Feb 2016,Mar 2023
ME037-016,DEVELOP SCOPE,Jun 2016,Sep 2016,Jun 2016,Sep 2016
ME037-016,PRELIMINARY DESIGN,Sep 2016,Jan 2017,Sep 2016,Jan 2017
ME037-016,FINAL DESIGN,Jan 2017,Jul 2017,Jan 2017,Jul 2017
ME037-016,BID AWARD AND REGISTER CONTRCT,Jul 2017,Oct 2017,Jul 2017,Oct 2017
ME037-016,CONSTRUCTION TO 25%,Oct 2017,Feb 2018,Oct 2017,Feb 2018
ME037-016,CONSTRUCTION TO 50%,Feb 2018,Jun 2018,Feb 2018,Jun 2018
ME037-016,CONSTRUCTION TO 75%,Jun 2018,Oct 2018,Jun 2018,Oct 2018
ME037-016,ORIGINAL EQUIP & FURNISHING,Oct 2018,Jan 2019,Oct 2018,Jan 2019
ME037-016,SUBSTANTIAL COMPLETION,Jan 2019,Mar 2019,Jan 2019,Mar 2019
ME037-016,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2019,Apr 2019,Mar 2019,Apr 2025
ME038-016,DEVELOP SCOPE,Jun 2016,Sep 2016,Jul 2021,Sep 2021
ME038-016,PRELIMINARY DESIGN,Sep 2016,Jan 2017,Sep 2021,Jan 2022
ME038-016,FINAL DESIGN,Jan 2017,Jul 2017,Jan 2022,Jul 2022
ME038-016,BID AWARD AND REGISTER CONTRCT,Jul 2017,Oct 2017,Jul 2022,Oct 2022
ME038-016,CONSTRUCTION TO 25%,Oct 2017,Feb 2018,Oct 2022,Feb 2023
ME038-016,CONSTRUCTION TO 50%,Feb 2018,Jun 2018,Feb 2023,Jun 2023
ME038-016,CONSTRUCTION TO 75%,Jun 2018,Oct 2018,Jun 2023,Oct 2023
ME038-016,ORIGINAL EQUIP & FURNISHING,Oct 2018,Jan 2019,Oct 2023,Jan 2024
ME038-016,SUBSTANTIAL COMPLETION,Jan 2019,Mar 2019,Jan 2024,Mar 2024
ME038-016,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2019,Apr 2019,Mar 2024,Apr 2024
ME039-017,DEVELOP SCOPE,Jun 2017,Aug 2017,Jul 2019,Sep 2019
ME039-017,PRELIMINARY DESIGN,Aug 2017,Dec 2017,Sep 2019,Jan 2020
ME039-017,FINAL DESIGN,Dec 2017,Jun 2018,Jan 2020,Jul 2020
ME039-017,BID AWARD AND REGISTER CONTRCT,Jun 2018,Sep 2018,Jul 2020,Oct 2020
ME039-017,CONSTRUCTION TO 25%,Sep 2018,Jan 2019,Oct 2020,Feb 2021
ME039-017,CONSTRUCTION TO 50%,Jan 2019,May 2019,Feb 2021,Jun 2021
ME039-017,CONSTRUCTION TO 75%,May 2019,Sep 2019,Jun 2021,Oct 2021
ME039-017,ORIGINAL EQUIP & FURNISHING,Sep 2019,Dec 2019,Oct 2021,Jan 2022
ME039-017,SUBSTANTIAL COMPLETION,Dec 2019,Feb 2020,Jan 2022,Mar 2022
ME039-017,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2020,Mar 2020,Mar 2022,Apr 2022
ME040-018,DEVELOP SCOPE,Jun 2018,Aug 2018,Jun 2018,Aug 2018
ME040-018,PRELIMINARY DESIGN,Aug 2018,Dec 2018,Aug 2018,Dec 2018
ME040-018,FINAL DESIGN,Dec 2018,Jun 2019,Dec 2018,Jun 2019
ME040-018,BID AWARD AND REGISTER CONTRCT,Jun 2019,Sep 2019,Jun 2019,Sep 2019
ME040-018,CONSTRUCTION TO 25%,Sep 2019,Jan 2020,Sep 2019,Jan 2020
ME040-018,CONSTRUCTION TO 50%,Jan 2020,May 2020,Jan 2020,May 2020
ME040-018,CONSTRUCTION TO 75%,May 2020,Sep 2020,May 2020,Sep 2020
ME040-018,ORIGINAL EQUIP & FURNISHING,Sep 2020,Dec 2020,Sep 2020,Dec 2020
ME040-018,SUBSTANTIAL COMPLETION,Dec 2020,Feb 2021,Dec 2020,Feb 2021
ME040-018,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2021,Mar 2021,Feb 2021,Mar 2024
ME041-018,DEVELOP SCOPE,Jun 2018,Aug 2018,Jul 2022,Sep 2022
ME041-018,PRELIMINARY DESIGN,Aug 2018,Dec 2018,Sep 2022,Jan 2023
ME041-018,FINAL DESIGN,Dec 2018,Jun 2019,Jan 2023,Jul 2023
ME041-018,BID AWARD AND REGISTER CONTRCT,Jun 2019,Sep 2019,Jul 2023,Oct 2023
ME041-018,CONSTRUCTION TO 25%,Sep 2019,Jan 2020,Oct 2023,Feb 2024
ME041-018,CONSTRUCTION TO 50%,Jan 2020,May 2020,Feb 2024,Jun 2024
ME041-018,CONSTRUCTION TO 75%,May 2020,Sep 2020,Jun 2024,Oct 2024
ME041-018,ORIGINAL EQUIP & FURNISHING,Sep 2020,Dec 2020,Oct 2024,Jan 2025
ME041-018,SUBSTANTIAL COMPLETION,Dec 2020,Feb 2021,Jan 2025,Mar 2025
ME041-018,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2021,Mar 2021,Mar 2025,Apr 2025
ME042-019,DEVELOP SCOPE,Jun 2019,Sep 2019,Jul 2022,Sep 2022
ME042-019,PRELIMINARY DESIGN,Sep 2019,Jan 2020,Sep 2022,Jan 2023
ME042-019,FINAL DESIGN,Jan 2020,Jul 2020,Jan 2023,Jul 2023
ME042-019,BID AWARD AND REGISTER CONTRCT,Jul 2020,Oct 2020,Jul 2023,Oct 2023
ME042-019,CONSTRUCTION TO 25%,Oct 2020,Feb 2021,Oct 2023,Feb 2024
ME042-019,CONSTRUCTION TO 50%,Feb 2021,Jun 2021,Feb 2024,Jun 2024
ME042-019,CONSTRUCTION TO 75%,Jun 2021,Oct 2021,Jun 2024,Oct 2024
ME042-019,ORIGINAL EQUIP & FURNISHING,Oct 2021,Jan 2022,Oct 2024,Jan 2025
ME042-019,SUBSTANTIAL COMPLETION,Jan 2022,Mar 2022,Jan 2025,Mar 2025
ME042-019,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2022,Apr 2022,Mar 2025,Apr 2025
ME043-020,DEVELOP SCOPE,Jul 2021,Sep 2021,Jul 2021,Sep 2021
ME043-020,PRELIMINARY DESIGN,Sep 2021,Jan 2022,Sep 2021,Jan 2022
ME043-020,FINAL DESIGN,Jan 2022,Jul 2022,Jan 2022,Jul 2022
ME043-020,BID AWARD AND REGISTER CONTRCT,Jul 2022,Oct 2022,Jul 2022,Oct 2022
ME043-020,CONSTRUCTION TO 25%,Oct 2022,Feb 2023,Oct 2022,Feb 2023
ME043-020,CONSTRUCTION TO 50%,Feb 2023,Jun 2023,Feb 2023,Jun 2023
ME043-020,CONSTRUCTION TO 75%,Jun 2023,Oct 2023,Jun 2023,Oct 2023
ME043-020,ORIGINAL EQUIP & FURNISHING,Oct 2023,Jan 2024,Oct 2023,Jan 2024
ME043-020,SUBSTANTIAL COMPLETION,Jan 2024,Mar 2024,Jan 2024,Mar 2024
ME043-020,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2024,Apr 2024,Mar 2024,Apr 2024
ME044-020,DEVELOP SCOPE,Jul 2020,Sep 2020,Jun 2020,Sep 2020
ME044-020,PRELIMINARY DESIGN,Sep 2020,Jan 2021,Sep 2020,Dec 2020
ME044-020,FINAL DESIGN,Jan 2021,Jul 2021,Dec 2020,Jun 2021
ME044-020,BID AWARD AND REGISTER CONTRCT,Jul 2021,Oct 2021,Jun 2021,Sep 2021
ME044-020,CONSTRUCTION TO 25%,Oct 2021,Feb 2022,Sep 2021,Jan 2022
ME044-020,CONSTRUCTION TO 50%,Feb 2022,Jun 2022,Jan 2022,May 2022
ME044-020,CONSTRUCTION TO 75%,Jun 2022,Oct 2022,May 2022,Sep 2022
ME044-020,ORIGINAL EQUIP & FURNISHING,Oct 2022,Jan 2023,Sep 2022,Dec 2022
ME044-020,SUBSTANTIAL COMPLETION,Jan 2023,Mar 2023,Dec 2022,Feb 2023
ME044-020,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2023,Apr 2023,Feb 2023,Mar 2023
NY008-010,DEVELOP SCOPE,Jun 2010,Aug 2010,Jul 2020,Sep 2020
NY008-010,PRELIMINARY DESIGN,Aug 2010,Dec 2010,Sep 2020,Jan 2021
NY008-010,FINAL DESIGN,Dec 2010,Jun 2011,Jan 2021,Jul 2021
NY008-010,BID AWARD AND REGISTER CONTRCT,Jun 2011,Sep 2011,Jul 2021,Oct 2021
NY008-010,CONSTRUCTION TO 25%,Sep 2011,Jan 2012,Oct 2021,Feb 2022
NY008-010,CONSTRUCTION TO 50%,Jan 2012,May 2012,Feb 2022,Jun 2022
NY008-010,CONSTRUCTION TO 75%,May 2012,Sep 2012,Jun 2022,Oct 2022
NY008-010,ORIGINAL EQUIP & FURNISHING,Sep 2012,Dec 2012,Oct 2022,Jan 2023
NY008-010,SUBSTANTIAL COMPLETION,Dec 2012,Feb 2013,Jan 2023,Mar 2023
NY008-010,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2013,Mar 2013,Mar 2023,Apr 2027
NY010-011,DEVELOP SCOPE,Jun 2011,Aug 2011,Jul 2020,Sep 2020
NY010-011,PRELIMINARY DESIGN,Aug 2011,Dec 2011,Sep 2020,Jan 2021
NY010-011,FINAL DESIGN,Dec 2011,Jun 2012,Jan 2021,Jul 2021
NY010-011,BID AWARD AND REGISTER CONTRCT,Jun 2012,Sep 2012,Jul 2021,Oct 2021
NY010-011,CONSTRUCTION TO 25%,Sep 2012,Jan 2013,Oct 2021,Feb 2022
NY010-011,CONSTRUCTION TO 50%,Jan 2013,May 2013,Feb 2022,Jun 2022
NY010-011,CONSTRUCTION TO 75%,May 2013,Sep 2013,Jun 2022,Oct 2022
NY010-011,ORIGINAL EQUIP & FURNISHING,Sep 2013,Dec 2013,Oct 2022,Jan 2023
NY010-011,SUBSTANTIAL COMPLETION,Dec 2013,Feb 2014,Jan 2023,Mar 2023
NY010-011,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2014,Mar 2014,Mar 2023,Apr 2023
NY012-011,DEVELOP SCOPE,Jun 2018,Aug 2018,Jun 2018,Aug 2018
NY012-011,PRELIMINARY DESIGN,Aug 2018,Dec 2018,Aug 2018,Dec 2018
NY012-011,FINAL DESIGN,Dec 2018,Jun 2019,Dec 2018,Jun 2019
NY012-011,BID AWARD AND REGISTER CONTRCT,Jun 2019,Sep 2019,Jun 2019,Sep 2019
NY012-011,CONSTRUCTION TO 25%,Sep 2019,Jan 2020,Sep 2019,Jan 2020
NY012-011,CONSTRUCTION TO 50%,Jan 2020,May 2020,Jan 2020,May 2020
NY012-011,CONSTRUCTION TO 75%,May 2020,Sep 2020,May 2020,Sep 2020
NY012-011,ORIGINAL EQUIP & FURNISHING,Sep 2020,Dec 2020,Sep 2020,Dec 2020
NY012-011,SUBSTANTIAL COMPLETION,Dec 2020,Feb 2021,Dec 2020,Feb 2021
NY012-011,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2021,Mar 2021,Feb 2021,Mar 2027
NY013-012,DEVELOP SCOPE,Jun 2012,Aug 2012,Jun 2012,Aug 2012
NY013-012,PRELIMINARY DESIGN,Aug 2012,Dec 2012,Aug 2012,Dec 2012
NY013-012,FINAL DESIGN,Dec 2012,Jun 2013,Dec 2012,Jun 2013
NY013-012,BID AWARD AND REGISTER CONTRCT,Jun 2013,Sep 2013,Jun 2013,Sep 2013
NY013-012,CONSTRUCTION TO 25%,Sep 2013,Jan 2014,Sep 2013,Jan 2014
NY013-012,CONSTRUCTION TO 50%,Jan 2014,May 2014,Jan 2014,May 2014
NY013-012,CONSTRUCTION TO 75%,May 2014,Sep 2014,May 2014,Sep 2014
NY013-012,ORIGINAL EQUIP & FURNISHING,Sep 2014,Dec 2014,Sep 2014,Dec 2014
NY013-012,SUBSTANTIAL COMPLETION,Dec 2014,Feb 2015,Dec 2014,Feb 2015
NY013-012,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2015,Mar 2015,Feb 2015,Dec 2024
NY014-013,DEVELOP SCOPE,Jun 2013,Aug 2013,Jul 2021,Sep 2021
NY014-013,PRELIMINARY DESIGN,Aug 2013,Dec 2013,Sep 2021,Jan 2022
NY014-013,FINAL DESIGN,Dec 2013,Jun 2014,Jan 2022,Jul 2022
NY014-013,BID AWARD AND REGISTER CONTRCT,Jun 2014,Sep 2014,Jul 2022,Oct 2022
NY014-013,CONSTRUCTION TO 25%,Sep 2014,Jan 2015,Oct 2022,Feb 2023
NY014-013,CONSTRUCTION TO 50%,Jan 2015,May 2015,Feb 2023,Jun 2023
NY014-013,CONSTRUCTION TO 75%,May 2015,Sep 2015,Jun 2023,Oct 2023
NY014-013,ORIGINAL EQUIP & FURNISHING,Sep 2015,Dec 2015,Oct 2023,Jan 2024
NY014-013,SUBSTANTIAL COMPLETION,Dec 2015,Feb 2016,Jan 2024,Mar 2024
NY014-013,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2016,Mar 2016,Mar 2024,Apr 2024
NY018-014,DEVELOP SCOPE,Jun 2014,Aug 2014,Jul 2021,Sep 2021
NY018-014,PRELIMINARY DESIGN,Aug 2014,Dec 2014,Sep 2021,Jan 2022
NY018-014,FINAL DESIGN,Dec 2014,Jun 2015,Jan 2022,Jul 2022
NY018-014,BID AWARD AND REGISTER CONTRCT,Jun 2015,Sep 2015,Jul 2022,Oct 2022
NY018-014,CONSTRUCTION TO 25%,Sep 2015,Jan 2016,Oct 2022,Feb 2023
NY018-014,CONSTRUCTION TO 50%,Jan 2016,May 2016,Feb 2023,Jun 2023
NY018-014,CONSTRUCTION TO 75%,May 2016,Sep 2016,Jun 2023,Oct 2023
NY018-014,ORIGINAL EQUIP & FURNISHING,Sep 2016,Dec 2016,Oct 2023,Jan 2024
NY018-014,SUBSTANTIAL COMPLETION,Dec 2016,Feb 2017,Jan 2024,Mar 2024
NY018-014,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2017,Mar 2017,Mar 2024,Apr 2027
NY019-015,DEVELOP SCOPE,Mar 2015,May 2015,Jul 2020,Sep 2020
NY019-015,PRELIMINARY DESIGN,May 2015,Sep 2015,Sep 2020,Jan 2021
NY019-015,FINAL DESIGN,Sep 2015,Mar 2016,Jan 2021,Jul 2021
NY019-015,BID AWARD AND REGISTER CONTRCT,Mar 2016,Jun 2016,Jul 2021,Oct 2021
NY019-015,CONSTRUCTION TO 25%,Jun 2016,Oct 2016,Oct 2021,Feb 2022
NY019-015,CONSTRUCTION TO 50%,Oct 2016,Feb 2017,Feb 2022,Jun 2022
NY019-015,CONSTRUCTION TO 75%,Feb 2017,Jun 2017,Jun 2022,Oct 2022
NY019-015,ORIGINAL EQUIP & FURNISHING,Jun 2017,Sep 2017,Oct 2022,Jan 2023
NY019-015,SUBSTANTIAL COMPLETION,Sep 2017,Nov 2017,Jan 2023,Mar 2023
NY019-015,"PUNCHLIST COMPLETE, JOB CLOSED",Nov 2017,Dec 2017,Mar 2023,Apr 2027
NY020-015,DEVELOP SCOPE,Oct 2014,Dec 2014,Oct 2014,Dec 2014
NY020-015,PRELIMINARY DESIGN,Dec 2014,Apr 2015,Dec 2014,Apr 2015
NY020-015,FINAL DESIGN,Apr 2015,Oct 2015,Apr 2015,Oct 2015
NY020-015,BID AWARD AND REGISTER CONTRCT,Oct 2015,Jan 2016,Oct 2015,Jan 2016
NY020-015,CONSTRUCTION TO 25%,Jan 2016,May 2016,Jan 2016,May 2016
NY020-015,CONSTRUCTION TO 50%,May 2016,Sep 2016,May 2016,Sep 2016
NY020-015,CONSTRUCTION TO 75%,Sep 2016,Jan 2017,Sep 2016,Jan 2017
NY020-015,ORIGINAL EQUIP & FURNISHING,Jan 2017,Apr 2017,Jan 2017,Apr 2017
NY020-015,SUBSTANTIAL COMPLETION,Apr 2017,Jun 2017,Apr 2017,Jun 2017
NY020-015,"PUNCHLIST COMPLETE, JOB CLOSED",Jun 2017,Jul 2017,Jun 2017,Jul 2027
NY021-016,DEVELOP SCOPE,Jun 2016,Sep 2016,Jun 2016,Sep 2016
NY021-016,PRELIMINARY DESIGN,Sep 2016,Jan 2017,Sep 2016,Jan 2017
NY021-016,FINAL DESIGN,Jan 2017,Jul 2017,Jan 2017,Jul 2017
NY021-016,BID AWARD AND REGISTER CONTRCT,Jul 2017,Oct 2017,Jul 2017,Oct 2017
NY021-016,CONSTRUCTION TO 25%,Oct 2017,Feb 2018,Oct 2017,Feb 2018
NY021-016,CONSTRUCTION TO 50%,Feb 2018,Jun 2018,Feb 2018,Jun 2018
NY021-016,CONSTRUCTION TO 75%,Jun 2018,Oct 2018,Jun 2018,Oct 2018
NY021-016,ORIGINAL EQUIP & FURNISHING,Oct 2018,Jan 2019,Oct 2018,Jan 2019
NY021-016,SUBSTANTIAL COMPLETION,Jan 2019,Mar 2019,Jan 2019,Mar 2019
NY021-016,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2019,Apr 2019,Mar 2019,Jun 2027
NY023-017,DEVELOP SCOPE,Jun 2017,Aug 2017,Jul 2020,Sep 2020
NY023-017,PRELIMINARY DESIGN,Aug 2017,Dec 2017,Sep 2020,Jan 2021
NY023-017,FINAL DESIGN,Dec 2017,Jun 2018,Jan 2021,Jul 2021
NY023-017,BID AWARD AND REGISTER CONTRCT,Jun 2018,Sep 2018,Jul 2021,Oct 2021
NY023-017,CONSTRUCTION TO 25%,Sep 2018,Jan 2019,Oct 2021,Feb 2022
NY023-017,CONSTRUCTION TO 50%,Jan 2019,May 2019,Feb 2022,Jun 2022
NY023-017,CONSTRUCTION TO 75%,May 2019,Sep 2019,Jun 2022,Oct 2022
NY023-017,ORIGINAL EQUIP & FURNISHING,Sep 2019,Dec 2019,Oct 2022,Jan 2023
NY023-017,SUBSTANTIAL COMPLETION,Dec 2019,Feb 2020,Jan 2023,Mar 2023
NY023-017,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2020,Mar 2020,Mar 2023,Apr 2023
NY024-018,DEVELOP SCOPE,Jun 2018,Aug 2018,Jul 2020,Sep 2020
NY024-018,PRELIMINARY DESIGN,Aug 2018,Dec 2018,Sep 2020,Jan 2021
NY024-018,FINAL DESIGN,Dec 2018,Jun 2019,Jan 2021,Jul 2021
NY024-018,BID AWARD AND REGISTER CONTRCT,Jun 2019,Sep 2019,Jul 2021,Oct 2021
NY024-018,CONSTRUCTION TO 25%,Sep 2019,Jan 2020,Oct 2021,Feb 2022
NY024-018,CONSTRUCTION TO 50%,Jan 2020,May 2020,Feb 2022,Jun 2022
NY024-018,CONSTRUCTION TO 75%,May 2020,Sep 2020,Jun 2022,Oct 2022
NY024-018,ORIGINAL EQUIP & FURNISHING,Sep 2020,Dec 2020,Oct 2022,Jan 2023
NY024-018,SUBSTANTIAL COMPLETION,Dec 2020,Feb 2021,Jan 2023,Mar 2023
NY024-018,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2021,Mar 2021,Mar 2023,Apr 2023
NY025-018,DEVELOP SCOPE,Jun 2018,Aug 2018,Jul 2018,Sep 2018
NY025-018,PRELIMINARY DESIGN,Aug 2018,Dec 2018,Sep 2018,Dec 2018
NY025-018,FINAL DESIGN,Dec 2018,Jun 2019,Dec 2018,Jun 2019
NY025-018,BID AWARD AND REGISTER CONTRCT,Jun 2019,Sep 2019,Jun 2019,Sep 2019
NY025-018,CONSTRUCTION TO 25%,Sep 2019,Jan 2020,Oct 2021,Apr 2022
NY025-018,CONSTRUCTION TO 50%,Jan 2020,May 2020,Apr 2022,Jul 2022
NY025-018,CONSTRUCTION TO 75%,May 2020,Sep 2020,Jul 2022,Nov 2022
NY025-018,ORIGINAL EQUIP & FURNISHING,Sep 2020,Dec 2020,Nov 2022,Feb 2023
NY025-018,SUBSTANTIAL COMPLETION,Dec 2020,Feb 2021,Feb 2023,Apr 2023
NY025-018,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2021,Mar 2021,Apr 2023,May 2023
NY028-020,DEVELOP SCOPE,Jul 2020,Sep 2020,Jul 2020,Sep 2020
NY028-020,PRELIMINARY DESIGN,Sep 2020,Jan 2021,Sep 2020,Jan 2021
NY028-020,FINAL DESIGN,Jan 2021,Jul 2021,Jan 2021,Jul 2021
NY028-020,BID AWARD AND REGISTER CONTRCT,Jul 2021,Oct 2021,Jul 2021,Oct 2021
NY028-020,CONSTRUCTION TO 25%,Oct 2021,Feb 2022,Oct 2021,Feb 2022
NY028-020,CONSTRUCTION TO 50%,Feb 2022,Jun 2022,Feb 2022,Jun 2022
NY028-020,CONSTRUCTION TO 75%,Jun 2022,Oct 2022,Jun 2022,Oct 2022
NY028-020,ORIGINAL EQUIP & FURNISHING,Oct 2022,Jan 2023,Oct 2022,Jan 2023
NY028-020,SUBSTANTIAL COMPLETION,Jan 2023,Mar 2023,Jan 2023,Mar 2023
NY028-020,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2023,Apr 2023,Mar 2023,Apr 2023
SAND-KG02,DEVELOP SCOPE,Jun 2014,Aug 2014,Jun 2014,Aug 2014
SAND-KG02,PRELIMINARY DESIGN,Aug 2014,Dec 2014,Aug 2014,Dec 2014
SAND-KG02,FINAL DESIGN,Dec 2014,Jun 2015,Dec 2014,Jun 2015
SAND-KG02,BID AWARD AND REGISTER CONTRCT,Jun 2015,Sep 2015,Jun 2015,Sep 2015
SAND-KG02,CONSTRUCTION TO 25%,Sep 2015,Jan 2016,Sep 2015,Jan 2016
SAND-KG02,CONSTRUCTION TO 50%,Jan 2016,May 2016,Jan 2016,May 2016
SAND-KG02,CONSTRUCTION TO 75%,May 2016,Sep 2016,May 2016,Sep 2016
SAND-KG02,ORIGINAL EQUIP & FURNISHING,Sep 2016,Dec 2016,Sep 2016,Dec 2016
SAND-KG02,SUBSTANTIAL COMPLETION,Dec 2016,Feb 2017,Dec 2016,Feb 2017
SAND-KG02,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2017,Mar 2017,Feb 2017,Mar 2023
SAND-KG03,DEVELOP SCOPE,Mar 2015,May 2015,Jun 2014,Aug 2014
SAND-KG03,PRELIMINARY DESIGN,May 2015,Sep 2015,Sep 2014,Aug 2015
SAND-KG03,FINAL DESIGN,Sep 2015,Mar 2016,Sep 2015,May 2019
SAND-KG03,BID AWARD AND REGISTER CONTRCT,Mar 2016,Jun 2016,May 2019,Jul 2019
SAND-KG03,CONSTRUCTION TO 25%,Jun 2016,Oct 2016,Jul 2019,Nov 2019
SAND-KG03,CONSTRUCTION TO 50%,Oct 2016,Feb 2017,Nov 2019,Mar 2020
SAND-KG03,CONSTRUCTION TO 75%,Feb 2017,Jun 2017,Mar 2020,Jul 2020
SAND-KG03,ORIGINAL EQUIP & FURNISHING,Jun 2017,Sep 2017,Jul 2020,Oct 2020
SAND-KG03,SUBSTANTIAL COMPLETION,Sep 2017,Nov 2017,Oct 2020,Dec 2020
SAND-KG03,"PUNCHLIST COMPLETE, JOB CLOSED",Nov 2017,Dec 2017,Feb 2021,Jun 2024
NDF-PENN,DEVELOP SCOPE,Apr 2017,Jul 2017,Apr 2017,Jul 2017
NDF-PENN,PRELIMINARY DESIGN,Jul 2017,Nov 2017,Jul 2017,Nov 2017
NDF-PENN,FINAL DESIGN,Nov 2017,May 2018,Nov 2017,May 2018
NDF-PENN,BID AWARD AND REGISTER CONTRCT,May 2018,Aug 2018,May 2018,Aug 2018
NDF-PENN,CONSTRUCTION TO 25%,Aug 2018,Dec 2018,Aug 2018,Dec 2018
NDF-PENN,CONSTRUCTION TO 50%,Dec 2018,Apr 2019,Dec 2018,Apr 2019
NDF-PENN,CONSTRUCTION TO 75%,Apr 2019,Aug 2019,Apr 2019,Aug 2021
NDF-PENN,ORIGINAL EQUIP & FURNISHING,Aug 2019,Nov 2019,Aug 2021,Nov 2021
NDF-PENN,SUBSTANTIAL COMPLETION,Nov 2019,Jan 2020,Nov 2021,Jan 2022
NDF-PENN,"PUNCHLIST COMPLETE, JOB CLOSED",Jan 2020,Feb 2020,Jan 2022,Feb 2022
PO7911FR,DEVELOP SCOPE,May 2017,Aug 2017,May 2017,Aug 2017
PO7911FR,PRELIMINARY DESIGN,Aug 2017,Dec 2017,Aug 2017,Dec 2017
PO7911FR,FINAL DESIGN,Dec 2017,Apr 2018,Dec 2017,Apr 2018
PO7911FR,BID AWARD AND REGISTER CONTRCT,Apr 2018,Oct 2018,Apr 2018,Oct 2018
PO7911FR,CONSTRUCTION TO 25%,Oct 2018,Feb 2019,Oct 2018,Feb 2019
PO7911FR,CONSTRUCTION TO 50%,Feb 2019,Jun 2019,Feb 2019,Jun 2019
PO7911FR,CONSTRUCTION TO 75%,Jun 2019,Oct 2019,Jun 2019,Mar 2021
PO7911FR,ORIGINAL EQUIP & FURNISHING,Oct 2019,Jan 2020,Mar 2021,Jun 2021
